,carat,cut,color,clarity,depth,table,x,y,z,clarity_,cut_,color_,price_predicted
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,3,2,4,9295.326255602626
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,4,3,3,7910.474357246986
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,3,3,7,5236.147089981681
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,7,4,4,1293.4315416586153
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,7,5,5,1217.6832234333378
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,7,4,6,1073.9933514531142
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,4,4,7,640.3082751419425
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,5,5,2,6260.561475762452
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,6,4,6,1107.0954661060239
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,6,4,4,1092.1092246570745
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,3,2,7,1364.5903294273537
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,4,5,6,667.1667492207778
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,2,2,7,11480.188007488428
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,3,5,3,6840.7400065281
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,4,2,7,5774.201243935003
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,4,4,2,10480.327565641917
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,4,3,5,888.3117455726789
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,5,5,1,21127.7993271931
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,3,4,5,4989.779795995288
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,7,4,3,703.5958617994698
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,5,5,1,15826.72263853541
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,3,2,5,2347.7959729605973
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,1,1,2,2026.4803360404685
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,4,3,3,10840.074872796495
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,7,4,6,963.3821207036343
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,3,4,6,11163.228640208932
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,6,3,7,580.5994073869305
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,3,4,7,5510.834912579847
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,3,3,7,1026.1474347955698
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,1,4,3,2650.775256873147
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,2,5,2,7466.723394856959
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,5,3,4,5837.353792187038
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,2,4,1,14682.478323775911
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,3,3,7,2674.275454587298
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,4,5,4,4910.738664404768
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,2,5,6,507.1844184368068
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,2,4,1,3930.413422938735
310,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,2,4,2,14534.295973474449
311,0.28,Ideal,G,IF,60.9,57.0,4.24,4.27,2.59,8,5,4,686.9087981714243
312,1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,3,5,2,8553.906019019583
313,0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,5,2,7,1158.3384906038311
314,1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,2,3,5,10648.597488089863
315,2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,2,2,1,8995.843562283826
316,0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,4,5,7,654.4416288096099
317,0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,4,3,6,1868.7101533256732
318,0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,7,4,6,963.3821207036343
319,1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,6,5,4,8682.338382159302
320,1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,3,3,1,6627.831321930892
321,0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,5,5,5,622.5945281302382
322,0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,5,3,6,3270.066805605227
323,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,2,4,3,595.7173891650164
324,0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,4,5,6,1767.651890359226
325,2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,3,4,3,18335.060230149367
326,1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,5,5,3,10020.72873742135
327,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,7,3,5,744.0198339818013
328,1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,2,4,7,4938.610721304882
329,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,7,5,6,926.8269800651316
330,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,4,4,4,619.731109474845
331,0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,4,4,7,298.1709914710269
332,0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,4,5,3,2552.812210779697
333,0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,5,5,6,2037.2633903110857
334,0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,7,5,2,3061.686673365277
335,1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,7,5,4,9354.542306771207
336,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,3,4,6,5271.546551568589
337,0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,6,5,4,1170.1651453445297
338,1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,2,2,5,8217.286869380527
339,1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,2,3,2,3283.975379047209
340,0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,3,5,2,598.0357597134283
341,0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,4,4,5,867.1412192375158
342,0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,5,2,3,2198.0981588789286
343,2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,3,3,2,13798.480345901578
344,1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,4,5,4,8719.248794075402
345,1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,6,3,4,6367.850851075834
346,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,3,4,3,15814.591110232668
347,0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,3,3,1,859.2707387734691
348,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,4,3,6,1738.329899687354
349,1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,4,3,4,5243.1898399443
350,0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,7,4,6,852.8100649963533
351,0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,7,5,4,1036.1414283017803
352,0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,5,4,3,599.0947740945443
353,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,6,4,4,3933.633622016045
354,1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,3,4,3,9135.752675005033
355,0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,2,3,6,918.6296062403072
356,0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,2,5,5,1432.4422011615002
357,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,2,2,2,2986.5938196364095
358,0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,2,1,4,1737.2926185238139
359,0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,2,5,3,1930.0424114507985
360,0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,8,5,3,2258.7124626596787
361,1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,3,2,5,4668.2703814497045
362,0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,5,4,3,636.3431571926782
363,0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,2,4,6,3774.417947488503
364,1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,5,5,5,8065.319989885124
365,0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,5,2,6,2370.0210544990155
366,1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,3,5,7,5605.744512969369
367,0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,6,3,2,1508.9580424131718
368,0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,8,5,3,721.831888624831
369,0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,3,4,4,900.1777416831945
370,0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,8,5,4,935.5911515417014
371,0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,8,4,3,844.6852636543061
372,0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,6,4,4,1877.2420315528952
373,1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,8,5,4,8564.06750666097
374,0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,7,4,4,1414.6301688276055
375,0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,5,5,6,1897.652850260072
376,0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,6,4,3,615.1026803162861
377,0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,5,5,6,742.1814049013683
378,0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,5,5,2,885.7577714776932
379,0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,3,4,7,2761.62054029055
380,1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,2,5,1,3718.208867692768
381,0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,5,4,3,674.7077300930548
382,0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,4,2,3,2618.313649160439
383,0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,7,5,5,1469.1684804272602
384,0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,5,5,4,1122.8738315656221
385,0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,5,5,5,1085.8483147550958
386,1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,3,3,3,8879.00239323396
387,0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,4,5,6,750.8606147205908
388,1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,2,5,4,3869.5297754905155
389,1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,4,4,4,7815.198706115907
390,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,6,5,4,3446.499289142658
391,0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,3,4,4,1247.8524104087032
392,0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,6,5,6,1073.728396287695
393,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,7,5,5,987.4096345346308
394,0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,2,5,6,2337.394350602125
395,1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,2,5,3,5377.011899841036
396,0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,7,4,5,1506.2215723922013
397,0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,4,4,2,3579.9599698184634
398,1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,1,4,7,3865.927708915324
399,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,4,3,6,1681.780133717403
400,1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,3,3,6,5504.3526892132495
401,0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,6,5,7,1367.0667995137637
402,0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,4,5,5,633.2345141579327
403,0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,8,5,5,1636.5392674205302
404,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,5,5,6,2109.5093426486633
405,0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,6,4,7,3344.704923170491
406,0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,6,2,2,2603.549460543554
407,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,4,2,5,580.246605186871
408,0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,4,3,6,1621.8531308219974
409,0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,2,5,3,1370.1326725889505
410,0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,3,5,4,1373.2796117910452
411,1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,4,5,1,8300.947127669864
412,0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,6,5,6,761.9967206226166
413,0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,4,3,6,2945.8220190265433
414,0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,4,5,6,4955.864644125559
415,1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,3,3,7,5326.019706884435
416,1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,3,5,5,11578.961918039704
417,0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,3,5,5,551.8659844858918
418,0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,3,5,4,800.8758781203243
419,1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,2,4,7,4686.809922680238
420,0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,4,5,6,3091.1032760905878
421,1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,1,4,2,2464.433478841022
422,0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,4,5,5,1742.5788482205999
423,1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,4,4,5,5637.962363591654
424,0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,3,4,3,1291.8787038712949
425,1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,2,2,3,3278.531029379964
426,2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,2,5,3,13429.564306631775
427,1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,2,3,4,4262.405668956555
428,0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,3,5,5,3064.3146817048523
429,0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,4,4,3,606.7737038382523
430,0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,4,5,5,1076.463646919406
431,0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,4,5,5,596.0661675352476
432,1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,2,2,6,4047.0211008543156
433,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,4,4,6,3352.949692336104
434,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,3,3,6,1624.8303044126815
435,0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,5,5,6,1893.409194349393
436,1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,6,3,4,6251.918852987367
437,0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,6,3,6,2278.004832553408
438,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,4,5,3,18404.894998981166
439,0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,4,5,6,709.4427838888794
440,0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,3,4,7,592.9134416307954
441,0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,4,4,5,738.953002237877
442,0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,5,5,4,704.4867930819862
443,0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,2,3,2,1564.26017077902
444,0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,5,4,6,726.1396508728756
445,0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,2,4,5,2236.1501626034596
446,1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,5,4,5,10253.614470228842
447,0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,8,5,4,881.2380020928063
448,2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,4,5,3,18560.877202273514
449,0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,3,5,3,1179.2317469348347
450,0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,3,3,4,1307.4358986993598
451,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,3,5,4,2605.4679705097165
452,1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,4,4,3,4900.639597673157
453,0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,5,5,4,1821.0264514929913
454,0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,3,5,6,690.0240828252548
455,0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,3,5,3,1365.089178186351
456,0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,4,4,7,3418.9532610696647
457,0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,4,5,1,999.302865697448
458,0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,3,3,4,555.468125088881
459,2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,3,2,2,14351.798841045236
460,0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,5,5,6,2185.0332897032636
461,1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,4,5,6,6165.477435584739
462,1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,7,5,4,10916.818108596546
463,0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,3,3,6,1357.3517728608554
464,0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,4,4,5,1002.082757959243
465,0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,4,5,6,2386.6161971276415
466,0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,6,5,5,1303.3501679960627
467,0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,4,5,4,1467.2959202566028
468,1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,4,4,6,7199.695084213361
469,1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,4,5,5,8352.348654890275
470,0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,5,5,5,794.5854302849801
471,1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,3,2,3,8652.022920895502
472,0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,3,4,5,2578.4421991992585
473,0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,6,5,5,439.9142820730212
474,0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,2,4,6,1621.1991894951461
475,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,6,2,2,1613.6540775469252
476,0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,3,5,5,4203.907046166403
477,1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,3,3,6,7082.244871365193
478,0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,2,5,3,1123.4465087707197
479,1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,3,2,5,5398.862894632281
480,0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,2,4,3,917.1012338523884
481,0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,7,5,4,980.3505106982755
482,1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,6,4,4,10224.44346866739
483,0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,8,5,2,1057.2222539056465
484,1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,2,2,3,3399.444991867306
485,1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,2,2,6,4042.574604412259
486,1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,3,2,6,4825.312284937376
487,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,5,4,3,7534.728552916503
488,1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,4,4,3,10991.396202699818
489,0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,6,5,4,2279.5613681856303
490,0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,3,5,4,3939.9729071325105
491,2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,2,4,2,15225.60427644087
492,0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,3,3,4,1708.9747572401463
493,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,7,3,3,729.157739716847
494,1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,4,4,6,5908.778925991766
495,0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,4,5,6,1180.676477907091
496,0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,8,5,4,473.2921040073035
497,0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,6,2,7,440.76650830983135
498,0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,3,5,4,1276.7751641682162
499,1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,2,2,3,3419.0085976806768
500,0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,5,4,7,3512.8847387815777
501,1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,2,3,4,5461.087555443625
502,0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,3,3,4,464.9901467741814
503,1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,3,3,3,9217.590157348344
504,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,4,5,4,670.3020040898286
505,0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,5,5,7,2439.77339559227
506,0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,3,5,7,1072.4786521545313
507,0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,3,5,4,878.4071762421062
508,2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,4,3,2,15771.474685637573
509,0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,6,5,4,724.7209447305517
510,1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,3,1,2,3306.8272634735877
511,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,3,5,6,581.8200793391594
512,0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,5,2,1,2237.06420907997
513,0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,2,2,6,741.673583558341
514,1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,3,4,4,5723.803289306044
515,1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,2,3,5,4529.14523783572
516,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,6,5,2,2848.6382960389806
517,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,3,5,6,2692.9956188889537
518,0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,6,4,1,3582.4271208882847
519,0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,4,2,5,653.4462039761552
520,2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,2,5,5,22291.93844522462
521,0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,5,5,4,2674.6029531308727
522,1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,2,3,7,4305.715062344525
523,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,3,3,6,5193.011137503006
524,1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,2,5,5,4211.266870606034
525,0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,3,2,4,2830.4702495685933
526,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,4,5,6,1181.4181693624705
527,0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,2,4,5,858.1694218989535
528,0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,5,5,6,4024.211673082559
529,0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,5,3,7,692.7840520041763
530,0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,4,4,6,3449.8973070580955
531,0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,4,5,5,634.237476313449
532,1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,2,4,2,6468.352753892735
533,1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,5,4,2,6038.6448648780615
534,0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,5,5,4,623.1888432288247
535,0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,8,3,3,416.0500586864201
536,0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,3,3,3,2171.8865386505754
537,1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,2,4,4,3870.4230778346496
538,0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,8,2,6,613.9640872526086
539,1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,6,4,4,9520.052303651875
540,0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,3,3,6,2914.4364756209097
541,1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,4,5,4,6579.70576327165
542,0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,4,3,1,1138.899500873734
543,0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,5,4,4,4927.418839038242
544,1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,2,3,3,3531.357804939301
545,2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,2,3,3,15024.119483791146
546,0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,3,5,6,655.5120144584334
