,carat,cut,color,clarity,depth,table,price,x,y,z,clarity_,color_,cut_
307,0.71,Ideal,G,VS2,61.3,56.0,2803,5.75,5.71,3.51,4,4,5
308,0.73,Ideal,E,SI1,60.6,54.0,2803,5.84,5.89,3.55,3,6,5
309,0.7,Good,G,VS1,65.1,58.0,2803,5.56,5.59,3.63,5,4,2
310,0.71,Premium,F,VS2,62.6,58.0,2803,5.7,5.67,3.56,4,5,4
311,0.71,Premium,G,VS1,62.4,61.0,2803,5.7,5.65,3.54,5,4,4
312,0.77,Premium,G,VS2,61.3,57.0,2803,5.93,5.88,3.62,4,4,4
313,0.71,Premium,G,VS2,59.9,60.0,2803,5.81,5.77,3.47,4,4,4
314,0.78,Premium,G,VS2,60.8,58.0,2803,6.03,5.95,3.64,4,4,4
315,0.71,Very Good,G,VS1,63.5,55.0,2803,5.66,5.64,3.59,5,4,3
316,0.91,Ideal,D,SI2,62.2,57.0,2803,6.21,6.15,3.85,2,7,5
317,0.71,Very Good,E,VS2,63.8,58.0,2804,5.62,5.66,3.6,4,6,3
318,0.8,Very Good,E,SI2,62.5,56.0,2804,5.88,5.96,3.7,2,6,3
319,0.7,Very Good,D,SI1,62.3,58.0,2804,5.69,5.73,3.56,3,7,3
320,0.72,Ideal,F,VS1,61.7,57.0,2804,5.74,5.77,3.55,5,5,5
321,0.72,Very Good,F,VS1,62.2,58.0,2804,5.75,5.7,3.56,5,5,3
322,0.82,Ideal,H,VS2,61.5,56.0,2804,6.01,6.08,3.72,4,3,5
323,0.7,Ideal,D,SI1,61.0,59.0,2804,5.68,5.7,3.47,3,7,5
324,0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,3.58,3,7,5
325,0.72,Ideal,D,SI1,61.5,54.0,2804,5.77,5.8,3.56,3,7,5
326,0.9,Fair,I,SI1,67.3,59.0,2804,5.93,5.84,3.96,3,2,1
327,0.74,Premium,F,VS2,61.7,58.0,2805,5.85,5.78,3.59,4,5,4
328,0.74,Premium,F,VS2,61.9,56.0,2805,5.8,5.77,3.58,4,5,4
329,0.73,Ideal,E,SI2,61.8,58.0,2805,5.77,5.81,3.58,2,6,5
330,0.57,Fair,E,VVS1,58.7,66.0,2805,5.34,5.43,3.16,7,6,1
331,0.73,Premium,F,VS2,62.5,57.0,2805,5.75,5.7,3.58,4,5,4
332,0.72,Ideal,G,VS2,62.8,56.0,2805,5.74,5.7,3.59,4,4,5
333,0.74,Fair,F,VS2,61.1,68.0,2805,5.82,5.75,3.53,4,5,1
334,0.82,Good,G,VS2,64.0,57.0,2805,5.92,5.89,3.78,4,4,2
335,0.75,Very Good,H,VVS1,60.6,58.0,2806,5.85,5.9,3.56,7,3,3
336,0.7,Ideal,F,SI1,61.6,55.0,2806,5.72,5.74,3.53,3,5,5
337,0.71,Very Good,F,VS1,62.2,58.0,2807,5.66,5.72,3.54,5,5,3
338,0.71,Very Good,F,VS1,60.0,57.0,2807,5.84,5.9,3.52,5,5,3
339,0.93,Premium,J,SI2,61.9,57.0,2807,6.21,6.19,3.84,2,1,4
340,0.8,Very Good,H,VS2,62.8,57.0,2808,5.87,5.91,3.7,4,3,3
341,0.7,Very Good,F,VS1,62.0,57.0,2808,5.64,5.71,3.52,5,5,3
342,0.75,Very Good,G,VS2,63.4,56.0,2808,5.78,5.74,3.65,4,4,3
343,0.58,Ideal,E,VVS2,60.9,56.0,2808,5.41,5.43,3.3,6,6,5
344,0.73,Very Good,D,SI1,63.1,57.0,2808,5.74,5.7,3.61,3,7,3
345,0.81,Very Good,F,SI1,63.1,59.0,2809,5.85,5.79,3.67,3,5,3
346,0.81,Premium,D,SI2,59.2,57.0,2809,6.15,6.05,3.61,2,7,4
347,0.71,Premium,F,SI1,60.7,54.0,2809,5.84,5.8,3.53,3,5,4
348,1.2,Fair,F,I1,64.6,56.0,2809,6.73,6.66,4.33,1,5,1
349,0.7,Very Good,F,VS1,61.8,56.0,2810,5.63,5.7,3.5,5,5,3
350,0.7,Very Good,F,VS1,59.9,60.0,2810,5.77,5.84,3.48,5,5,3
351,0.74,Ideal,D,SI2,61.7,55.0,2810,5.81,5.85,3.6,2,7,5
352,0.7,Good,F,VS1,62.8,61.0,2810,5.57,5.61,3.51,5,5,2
353,0.8,Good,G,SI1,62.7,57.0,2810,5.84,5.93,3.69,3,4,2
354,0.75,Very Good,F,SI1,63.4,58.0,2811,5.72,5.76,3.64,3,5,3
355,0.83,Very Good,D,SI1,63.5,54.0,2811,5.98,5.95,3.79,3,7,3
356,1.0,Fair,J,VS2,65.7,59.0,2811,6.14,6.07,4.01,4,1,1
357,0.99,Fair,I,SI2,68.1,56.0,2811,6.21,6.06,4.18,2,2,1
358,0.7,Very Good,G,VS1,63.0,60.0,2812,5.57,5.64,3.53,5,4,3
359,0.7,Very Good,F,VS2,59.5,58.0,2812,5.75,5.85,3.45,4,5,3
360,0.7,Good,E,SI1,63.5,59.0,2812,5.49,5.53,3.5,3,6,2
361,0.7,Very Good,F,VS2,61.7,58.0,2812,5.63,5.69,3.49,4,5,3
362,0.32,Premium,I,SI1,62.7,58.0,554,4.37,4.34,2.73,3,2,4
363,0.32,Premium,I,SI1,62.8,58.0,554,4.39,4.34,2.74,3,2,4
364,0.32,Ideal,I,SI1,62.4,57.0,554,4.37,4.35,2.72,3,2,5
365,0.32,Premium,I,SI1,61.0,59.0,554,4.39,4.36,2.67,3,2,4
366,0.32,Very Good,I,SI1,63.1,56.0,554,4.39,4.36,2.76,3,2,3
367,0.32,Ideal,I,SI1,60.7,57.0,554,4.47,4.42,2.7,3,2,5
368,0.3,Premium,H,SI1,60.9,59.0,554,4.31,4.29,2.62,3,3,4
369,0.3,Premium,H,SI1,60.1,55.0,554,4.41,4.38,2.64,3,3,4
370,0.3,Premium,H,SI1,62.9,58.0,554,4.28,4.24,2.68,3,3,4
371,0.3,Very Good,H,SI1,63.3,56.0,554,4.29,4.27,2.71,3,3,3
372,0.3,Good,H,SI1,63.8,55.0,554,4.26,4.2,2.7,3,3,2
373,0.3,Very Good,H,SI1,63.4,60.0,554,4.25,4.23,2.69,3,3,3
374,0.32,Good,I,SI1,63.9,55.0,554,4.36,4.34,2.78,3,2,2
375,0.33,Ideal,H,SI2,61.4,56.0,554,4.85,4.79,2.95,2,3,5
376,0.29,Very Good,E,VS1,61.9,55.0,555,4.28,4.33,2.66,5,6,3
377,0.29,Very Good,E,VS1,62.4,55.0,555,4.2,4.25,2.63,5,6,3
378,0.31,Very Good,F,SI1,61.8,58.0,555,4.32,4.35,2.68,3,5,3
379,0.34,Ideal,H,VS2,61.5,56.0,555,4.47,4.5,2.76,4,3,5
380,0.34,Ideal,H,VS2,60.4,57.0,555,4.54,4.57,2.75,4,3,5
381,0.34,Ideal,I,VS1,62.0,56.0,555,4.5,4.53,2.8,5,2,5
382,0.3,Ideal,G,VS1,62.3,56.0,555,4.29,4.31,2.68,5,4,5
383,0.35,Ideal,G,SI1,60.6,56.0,555,4.56,4.58,2.77,3,4,5
384,0.43,Very Good,E,I1,58.4,62.0,555,4.94,5.0,2.9,1,6,3
385,0.32,Very Good,F,VS2,61.4,58.0,556,4.37,4.42,2.7,4,5,3
386,0.36,Ideal,I,VS2,61.9,56.0,556,4.54,4.57,2.82,4,2,5
387,0.3,Ideal,G,VS2,62.0,56.0,556,4.28,4.3,2.66,4,4,5
388,0.26,Ideal,E,VS1,61.5,57.0,556,4.09,4.12,2.52,5,6,5
389,0.7,Very Good,F,VS2,62.3,58.0,2812,5.64,5.72,3.54,4,5,3
390,0.7,Very Good,F,VS2,60.9,61.0,2812,5.66,5.71,3.46,4,5,3
391,0.99,Fair,J,SI1,55.0,61.0,2812,6.72,6.67,3.68,3,1,1
392,0.73,Premium,E,VS2,58.6,60.0,2812,5.92,5.89,3.46,4,6,4
393,0.51,Ideal,F,VVS1,62.0,57.0,2812,5.15,5.11,3.18,7,5,5
394,0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,3.77,2,4,4
395,0.84,Very Good,E,SI1,63.4,55.0,2813,6.0,5.95,3.79,3,6,3
396,0.91,Good,I,VS2,64.3,58.0,2813,6.09,6.05,3.9,4,2,2
397,0.76,Premium,E,SI1,62.2,59.0,2814,5.86,5.81,3.63,3,6,4
398,0.76,Ideal,E,SI1,61.7,57.0,2814,5.88,5.85,3.62,3,6,5
399,0.75,Premium,E,SI1,61.1,59.0,2814,5.86,5.83,3.57,3,6,4
400,0.55,Very Good,D,VVS1,61.5,56.0,2815,5.23,5.27,3.23,7,7,3
401,0.76,Very Good,F,SI2,58.5,62.0,2815,5.93,6.01,3.49,2,5,3
402,0.74,Premium,G,VS1,61.7,58.0,2815,5.79,5.81,3.58,5,4,4
403,0.7,Ideal,H,SI1,60.4,56.0,2815,5.75,5.81,3.49,3,3,5
404,0.7,Ideal,H,SI1,61.4,56.0,2815,5.7,5.76,3.52,3,3,5
405,0.7,Ideal,H,SI1,61.5,55.0,2815,5.73,5.79,3.54,3,3,5
406,0.7,Ideal,H,SI1,61.4,56.0,2815,5.72,5.77,3.53,3,3,5
407,0.9,Fair,J,VS2,65.0,56.0,2815,6.08,6.04,3.94,4,1,1
408,0.95,Fair,F,SI2,56.0,60.0,2815,6.62,6.53,3.68,2,5,1
409,0.89,Premium,H,SI2,60.2,59.0,2815,6.26,6.23,3.76,2,3,4
410,0.72,Premium,E,VS2,58.3,58.0,2815,5.99,5.92,3.47,4,6,4
411,0.96,Fair,E,SI2,53.1,63.0,2815,6.73,6.65,3.55,2,6,1
412,1.02,Premium,G,I1,60.3,58.0,2815,6.55,6.5,3.94,1,4,4
413,0.78,Very Good,I,VVS2,61.4,56.0,2816,5.91,5.95,3.64,6,2,3
414,0.61,Ideal,G,VVS2,60.1,57.0,2816,5.52,5.54,3.32,6,4,5
415,0.71,Good,D,VS1,63.4,55.0,2816,5.61,5.69,3.58,5,7,2
416,0.78,Premium,F,SI1,61.5,59.0,2816,5.96,5.88,3.64,3,5,4
417,0.87,Ideal,H,SI2,62.7,56.0,2816,6.16,6.13,3.85,2,3,5
418,0.83,Ideal,H,SI1,62.5,55.0,2816,6.04,6.0,3.76,3,3,5
419,0.71,Premium,E,SI1,61.3,56.0,2817,5.78,5.73,3.53,3,6,4
420,0.71,Ideal,I,VVS2,60.2,56.0,2817,5.84,5.89,3.53,6,2,5
421,0.71,Ideal,E,VS2,62.7,57.0,2817,5.66,5.64,3.54,4,6,5
422,0.71,Premium,E,VS2,62.3,58.0,2817,5.69,5.65,3.53,4,6,4
423,0.63,Ideal,F,VVS2,61.5,56.0,2817,5.48,5.52,3.38,6,5,5
424,0.71,Ideal,E,SI1,61.3,55.0,2817,5.77,5.72,3.52,3,6,5
425,0.71,Premium,E,SI1,61.4,58.0,2817,5.77,5.73,3.53,3,6,4
426,0.9,Ideal,J,VS2,62.8,55.0,2817,6.2,6.16,3.88,4,1,5
427,0.71,Good,E,SI1,62.8,64.0,2817,5.6,5.54,3.5,3,6,2
428,0.7,Premium,E,VS2,62.4,61.0,2818,5.66,5.63,3.52,4,6,4
429,0.7,Premium,E,VS2,59.3,60.0,2818,5.78,5.73,3.41,4,6,4
430,0.7,Premium,E,VS2,63.0,60.0,2818,5.64,5.6,3.54,4,6,4
431,1.0,Premium,H,I1,61.3,60.0,2818,6.43,6.39,3.93,1,3,4
432,0.86,Premium,F,SI2,59.3,62.0,2818,6.36,6.22,3.73,2,5,4
433,0.8,Ideal,H,SI1,61.0,57.0,2818,6.07,6.0,3.68,3,3,5
434,0.7,Ideal,E,VS1,62.9,57.0,2818,5.66,5.61,3.54,5,6,5
435,0.7,Premium,E,VS1,59.6,57.0,2818,5.91,5.83,3.5,5,6,4
436,0.7,Premium,F,VS2,61.8,60.0,2818,5.69,5.64,3.5,4,5,4
437,0.7,Premium,E,VS1,62.7,57.0,2818,5.68,5.64,3.55,5,6,4
438,1.0,Fair,H,SI2,65.3,62.0,2818,6.34,6.12,4.08,2,3,1
439,0.72,Very Good,G,VS1,63.8,58.0,2819,5.64,5.68,3.61,5,4,3
440,0.72,Ideal,H,VS1,62.3,56.0,2819,5.73,5.77,3.58,5,3,5
441,0.7,Good,F,VS1,59.7,63.0,2819,5.76,5.79,3.45,5,5,2
442,0.86,Good,F,SI2,64.3,60.0,2819,5.97,5.95,3.83,2,5,2
443,0.71,Ideal,G,VS1,62.9,58.0,2820,5.66,5.69,3.57,5,4,5
444,0.75,Ideal,E,SI1,62.0,57.0,2821,5.8,5.78,3.59,3,6,5
445,0.73,Premium,E,SI1,61.3,58.0,2821,5.83,5.76,3.55,3,6,4
446,0.73,Good,E,SI1,63.6,57.0,2821,5.72,5.7,3.63,3,6,2
447,0.73,Premium,E,SI1,59.6,61.0,2821,5.92,5.85,3.51,3,6,4
448,0.73,Premium,E,SI1,62.2,59.0,2821,5.77,5.68,3.56,3,6,4
449,0.73,Premium,D,SI1,61.7,55.0,2821,5.84,5.82,3.6,3,7,4
450,0.73,Very Good,E,SI1,63.2,58.0,2821,5.76,5.7,3.62,3,6,3
451,0.7,Premium,E,VS1,60.8,60.0,2822,5.74,5.71,3.48,5,6,4
452,0.72,Premium,E,VS2,60.3,59.0,2822,5.84,5.8,3.51,4,6,4
453,0.72,Premium,E,VS2,60.9,60.0,2822,5.8,5.76,3.52,4,6,4
454,0.72,Premium,E,VS2,62.4,59.0,2822,5.77,5.7,3.58,4,6,4
455,0.6,Ideal,F,VVS2,62.0,55.0,2822,5.37,5.4,3.34,6,5,5
456,0.74,Ideal,I,VVS1,60.8,57.0,2822,5.85,5.89,3.57,7,2,5
457,0.73,Ideal,F,SI1,62.1,55.0,2822,5.75,5.78,3.58,3,5,5
458,0.71,Premium,D,SI1,62.7,60.0,2822,5.71,5.67,3.57,3,7,4
459,0.7,Premium,D,SI1,60.2,60.0,2822,5.82,5.75,3.48,3,7,4
460,0.7,Ideal,D,SI1,60.7,56.0,2822,5.75,5.72,3.48,3,7,5
461,0.9,Good,J,VS2,64.0,61.0,2822,6.04,6.03,3.86,4,1,2
462,0.71,Ideal,D,SI1,60.2,56.0,2822,5.86,5.83,3.52,3,7,5
463,0.7,Premium,E,VS2,61.5,59.0,2822,5.73,5.68,3.51,4,6,4
464,0.7,Premium,E,VS2,62.6,56.0,2822,5.71,5.66,3.56,4,6,4
465,0.7,Ideal,D,SI1,59.7,58.0,2822,5.82,5.77,3.46,3,7,5
466,0.7,Good,E,SI1,61.4,64.0,2822,5.71,5.66,3.49,3,6,2
467,0.7,Ideal,D,SI1,62.5,57.0,2822,5.62,5.59,3.51,3,7,5
468,0.7,Ideal,D,SI1,61.8,56.0,2822,5.73,5.63,3.51,3,7,5
469,0.7,Premium,E,VS2,60.7,62.0,2822,5.72,5.68,3.46,4,6,4
470,0.7,Ideal,D,SI1,61.4,54.0,2822,5.75,5.71,3.52,3,7,5
471,0.9,Good,I,SI1,63.8,57.0,2823,6.06,6.13,3.89,3,2,2
472,0.71,Premium,E,VS2,62.3,58.0,2823,5.71,5.66,3.54,4,6,4
473,0.61,Ideal,E,VVS2,61.3,54.0,2823,5.51,5.59,3.4,6,6,5
474,0.9,Fair,H,SI2,65.8,54.0,2823,6.05,5.98,3.96,2,3,1
475,0.71,Ideal,E,SI1,60.5,56.0,2823,5.77,5.73,3.47,3,6,5
476,0.71,Premium,D,VS2,61.2,59.0,2824,5.74,5.69,3.5,4,7,4
477,0.74,Good,E,VS1,63.1,58.0,2824,5.73,5.75,3.62,5,6,2
478,0.82,Ideal,F,SI2,62.4,54.0,2824,6.02,5.97,3.74,2,5,5
479,0.82,Premium,E,SI2,60.8,60.0,2824,6.05,6.03,3.67,2,6,4
480,0.71,Premium,G,VS1,62.2,59.0,2825,5.73,5.66,3.54,5,4,4
481,0.83,Premium,H,SI1,60.0,59.0,2825,6.08,6.05,3.64,3,3,4
482,0.73,Very Good,G,VS1,62.0,57.0,2825,5.75,5.8,3.58,5,4,3
483,0.83,Premium,H,SI1,62.5,59.0,2825,6.02,5.95,3.74,3,3,4
484,1.17,Premium,J,I1,60.2,61.0,2825,6.9,6.83,4.13,1,1,4
485,0.91,Fair,H,SI2,61.3,67.0,2825,6.24,6.19,3.81,2,3,1
486,0.73,Premium,E,VS1,62.6,60.0,2826,5.75,5.68,3.58,5,6,4
487,0.7,Good,E,VS1,57.2,59.0,2826,5.94,5.88,3.38,5,6,2
488,0.9,Premium,I,SI2,62.2,59.0,2826,6.11,6.07,3.79,2,2,4
489,0.7,Premium,E,VS1,62.2,58.0,2826,5.66,5.6,3.5,5,6,4
490,0.7,Very Good,D,VS2,63.3,56.0,2826,5.6,5.58,3.54,4,7,3
491,0.9,Very Good,I,SI2,63.5,56.0,2826,6.17,6.07,3.88,2,2,3
492,0.78,Premium,F,SI1,60.8,60.0,2826,5.97,5.94,3.62,3,5,4
493,0.7,Very Good,D,SI1,62.3,59.0,2827,5.67,5.7,3.54,3,7,3
494,0.72,Good,D,VS2,64.0,54.0,2827,5.68,5.7,3.64,4,7,2
495,0.79,Premium,H,VVS2,62.6,58.0,2827,5.96,5.9,3.71,6,3,4
496,0.7,Ideal,H,VVS1,61.6,57.0,2827,5.69,5.74,3.52,7,3,5
497,0.7,Ideal,H,VVS1,62.3,55.0,2827,5.66,5.7,3.54,7,3,5
498,0.7,Ideal,D,SI2,60.6,57.0,2828,5.74,5.77,3.49,2,7,5
499,0.8,Good,E,SI2,63.7,54.0,2829,5.91,5.87,3.75,2,6,2
500,0.59,Ideal,E,VVS1,62.0,56.0,2829,5.36,5.38,3.33,7,6,5
501,0.72,Ideal,F,VS1,61.7,57.0,2829,5.77,5.74,3.55,5,5,5
502,0.75,Premium,E,SI2,61.9,57.0,2829,5.88,5.82,3.62,2,6,4
503,0.8,Premium,E,SI2,60.2,57.0,2829,6.05,6.01,3.63,2,6,4
504,0.71,Very Good,E,VS2,62.7,59.0,2830,5.65,5.7,3.56,4,6,3
505,0.77,Very Good,H,SI1,61.7,56.0,2830,5.84,5.89,3.62,3,3,3
506,0.97,Ideal,F,I1,60.7,56.0,2830,6.41,6.43,3.9,1,5,5
507,0.53,Ideal,F,VVS1,60.9,57.0,2830,5.23,5.29,3.19,7,5,5
508,0.53,Ideal,F,VVS1,61.8,57.0,2830,5.16,5.19,3.2,7,5,5
509,0.8,Ideal,I,VS2,62.1,54.4,2830,5.94,5.99,3.7,4,2,5
510,0.9,Premium,G,SI1,60.6,62.0,2830,6.21,6.13,3.74,3,4,4
511,0.76,Very Good,E,SI2,60.8,60.0,2831,5.89,5.98,3.61,2,6,3
512,0.72,Premium,E,SI1,62.1,58.0,2831,5.73,5.76,3.57,3,6,4
513,0.79,Ideal,G,SI1,61.8,56.0,2831,5.93,5.91,3.66,3,4,5
514,0.72,Very Good,F,VS2,62.5,58.0,2832,5.71,5.75,3.58,4,5,3
515,0.71,Premium,G,VVS2,62.1,57.0,2832,5.75,5.65,3.54,6,4,4
516,0.81,Premium,G,SI1,63.0,60.0,2832,5.87,5.81,3.68,3,4,4
517,0.82,Ideal,H,SI1,62.5,57.0,2832,5.91,5.97,3.71,3,3,5
518,0.71,Premium,F,VS1,62.2,58.0,2832,5.72,5.66,3.54,5,5,4
519,0.8,Very Good,I,VS2,62.0,58.0,2833,5.86,5.95,3.66,4,2,3
520,0.56,Very Good,E,IF,61.0,59.0,2833,5.28,5.34,3.24,8,6,3
521,0.7,Very Good,D,VS2,59.6,61.0,2833,5.77,5.8,3.45,4,7,3
522,0.7,Ideal,D,VS2,61.0,57.0,2833,5.74,5.76,3.51,4,7,5
523,0.61,Ideal,F,VVS2,61.7,55.0,2833,5.45,5.48,3.37,6,5,5
524,0.85,Ideal,H,SI2,62.5,57.0,2833,6.02,6.07,3.78,2,3,5
525,0.51,Very Good,D,VVS1,59.9,58.0,2834,5.16,5.19,3.1,7,7,3
526,0.53,Ideal,F,VVS1,61.4,57.0,2834,5.2,5.23,3.2,7,5,5
527,0.78,Ideal,I,VS2,61.8,55.0,2834,5.92,5.95,3.67,4,2,5
528,0.9,Very Good,J,SI1,63.4,54.0,2834,6.17,6.14,3.9,3,1,3
529,0.9,Fair,G,SI2,65.3,59.0,2834,6.07,6.0,3.94,2,4,1
530,0.77,Ideal,E,SI2,60.7,55.0,2834,6.01,5.95,3.63,2,6,5
531,0.73,Ideal,F,VS1,61.2,56.0,2835,5.89,5.81,3.58,5,5,5
532,0.63,Ideal,F,VVS2,61.9,57.0,2835,5.47,5.51,3.4,6,5,5
533,0.7,Ideal,E,VS2,61.5,54.0,2835,5.7,5.75,3.52,4,6,5
534,0.72,Ideal,E,VS2,62.8,57.0,2835,5.71,5.73,3.59,4,6,5
535,0.72,Ideal,E,SI1,61.0,57.0,2835,5.78,5.8,3.53,3,6,5
536,0.75,Premium,F,VS2,59.6,59.0,2835,6.04,5.94,3.57,4,5,4
537,0.82,Very Good,H,SI1,60.7,56.0,2836,6.04,6.06,3.67,3,3,3
538,0.71,Good,E,VS2,62.8,60.0,2836,5.6,5.65,3.53,4,6,2
539,0.7,Premium,E,VS1,62.6,59.0,2837,5.69,5.66,3.55,5,6,4
540,0.7,Ideal,E,VS1,61.8,56.0,2837,5.74,5.69,3.53,5,6,5
541,0.71,Ideal,F,SI1,59.8,53.0,2838,5.86,5.82,3.49,3,5,5
542,0.76,Very Good,H,SI1,60.9,55.0,2838,5.92,5.94,3.61,3,3,3
543,0.7,Premium,F,VS2,62.3,58.0,2838,5.72,5.64,3.54,4,5,4
544,0.7,Premium,F,VS2,61.7,58.0,2838,5.69,5.63,3.49,4,5,4
545,0.7,Premium,G,VS1,62.6,55.0,2838,5.73,5.64,3.56,5,4,4
546,0.7,Very Good,E,SI1,63.5,59.0,2838,5.53,5.49,3.5,3,6,3
547,0.7,Premium,F,VS2,60.9,61.0,2838,5.71,5.66,3.46,4,5,4
548,0.7,Premium,F,VS2,59.5,58.0,2838,5.85,5.75,3.45,4,5,4
549,0.7,Premium,G,VS1,63.0,60.0,2838,5.64,5.57,3.53,5,4,4
550,0.74,Very Good,E,SI1,60.0,57.0,2839,5.85,5.89,3.52,3,6,3
551,0.7,Ideal,F,VS1,61.6,54.0,2839,5.75,5.72,3.53,5,5,5
552,0.71,Ideal,F,VS1,62.1,55.0,2839,5.82,5.68,3.57,5,5,5
553,0.71,Premium,F,VS1,59.1,61.0,2839,5.84,5.81,3.44,5,5,4
554,0.71,Premium,F,VS1,59.0,60.0,2839,5.82,5.8,3.43,5,5,4
555,0.71,Premium,F,VS1,60.5,58.0,2839,5.75,5.72,3.47,5,5,4
556,0.7,Ideal,F,VS1,62.4,53.0,2839,5.73,5.71,3.57,5,5,5
557,0.73,Ideal,G,VS2,61.8,54.0,2839,5.8,5.82,3.59,4,4,5
558,0.7,Ideal,E,VS2,62.1,54.0,2839,5.69,5.72,3.54,4,6,5
559,0.7,Ideal,G,VS1,61.3,57.0,2839,5.71,5.74,3.51,5,4,5
560,0.71,Premium,G,VVS2,60.3,58.0,2839,5.82,5.78,3.5,6,4,4
561,0.71,Premium,F,VS1,59.2,58.0,2839,5.87,5.82,3.46,5,5,4
562,0.79,Premium,G,VS2,59.3,62.0,2839,6.09,6.01,3.59,4,4,4
563,0.71,Premium,F,VS1,62.7,59.0,2839,5.7,5.62,3.55,5,5,4
564,0.77,Very Good,H,VS1,61.0,60.0,2840,5.9,5.87,3.59,5,3,3
565,0.75,Very Good,F,SI2,59.8,56.0,2840,5.85,5.92,3.52,2,5,3
566,0.7,Ideal,F,SI1,61.0,56.0,2840,5.75,5.8,3.52,3,5,5
567,0.71,Premium,F,VS2,59.3,56.0,2840,5.88,5.82,3.47,4,5,4
568,0.92,Ideal,D,SI2,61.9,56.0,2840,6.27,6.2,3.86,2,7,5
569,0.83,Premium,F,SI2,61.4,59.0,2840,6.08,6.04,3.72,2,5,4
570,0.7,Premium,H,VVS1,59.2,60.0,2840,5.87,5.78,3.45,7,3,4
571,0.73,Premium,F,VS2,60.3,59.0,2841,5.9,5.87,3.55,4,5,4
572,0.71,Very Good,D,VS1,63.4,55.0,2841,5.69,5.61,3.58,5,7,3
573,0.82,Ideal,F,SI2,61.7,53.0,2841,6.0,6.12,3.74,2,5,5
574,0.82,Ideal,F,SI2,62.3,56.0,2841,5.96,6.02,3.73,2,5,5
575,0.82,Very Good,F,SI2,59.7,57.0,2841,6.12,6.14,3.66,2,5,3
576,0.52,Ideal,F,VVS1,61.2,56.0,2841,5.19,5.21,3.18,7,5,5
577,1.0,Premium,F,I1,58.9,60.0,2841,6.6,6.55,3.87,1,5,4
578,0.95,Fair,G,SI1,66.7,56.0,2841,6.16,6.03,4.06,3,4,1
579,0.73,Ideal,D,SI1,61.4,57.0,2841,5.76,5.8,3.55,3,7,5
580,0.73,Premium,F,VS2,59.9,59.0,2841,5.87,5.77,3.5,4,5,4
581,0.73,Premium,G,VS1,61.4,58.0,2841,5.82,5.77,3.56,5,4,4
582,0.8,Ideal,I,VS1,62.6,54.0,2842,5.92,5.96,3.72,5,2,5
583,0.7,Premium,F,VS2,58.7,61.0,2842,5.8,5.72,3.38,4,5,4
584,0.7,Very Good,E,VS2,60.2,62.0,2843,5.71,5.75,3.45,4,6,3
585,0.81,Very Good,F,SI2,63.2,58.0,2843,5.91,5.92,3.74,2,5,3
586,0.71,Very Good,D,SI1,61.5,58.0,2843,5.73,5.79,3.54,3,7,3
587,0.73,Ideal,G,VVS2,61.3,57.0,2843,5.81,5.84,3.57,6,4,5
588,0.73,Very Good,F,VS1,61.8,59.0,2843,5.73,5.79,3.56,5,5,3
589,0.72,Ideal,E,VS2,62.0,57.0,2843,5.71,5.74,3.55,4,6,5
590,0.81,Ideal,F,SI2,62.1,57.0,2843,5.91,5.95,3.68,2,5,5
591,0.71,Ideal,G,VVS2,60.7,57.0,2843,5.81,5.78,3.52,6,4,5
592,0.73,Very Good,E,SI1,57.7,61.0,2844,5.92,5.96,3.43,3,6,3
593,0.7,Very Good,E,VS1,62.0,59.0,2844,5.65,5.68,3.51,5,6,3
594,1.01,Ideal,I,I1,61.5,57.0,2844,6.45,6.46,3.97,1,2,5
595,1.01,Good,I,I1,63.1,57.0,2844,6.35,6.39,4.02,1,2,2
596,0.79,Ideal,H,VS2,62.5,57.0,2844,5.91,5.93,3.7,4,3,5
597,0.7,Very Good,E,VS2,61.8,59.0,2845,5.65,5.68,3.5,4,6,3
598,0.7,Very Good,E,VS2,58.9,60.0,2845,5.83,5.85,3.44,4,6,3
599,0.8,Good,H,VS2,63.4,60.0,2845,5.92,5.82,3.72,4,3,2
600,1.27,Premium,H,SI2,59.3,61.0,2845,7.12,7.05,4.2,2,3,4
601,0.79,Ideal,D,SI1,61.5,56.0,2846,5.96,5.91,3.65,3,7,5
602,0.72,Very Good,F,VS1,60.2,59.0,2846,5.79,5.84,3.5,5,5,3
603,0.73,Ideal,H,VVS2,61.6,56.0,2846,5.79,5.84,3.58,6,3,5
604,1.01,Good,H,I1,64.2,61.0,2846,6.25,6.18,3.99,1,3,2
605,0.73,Ideal,E,SI1,59.1,59.0,2846,5.92,5.95,3.51,3,6,5
606,0.7,Good,F,VS2,59.1,61.0,2846,5.76,5.84,3.43,4,5,2
607,0.77,Premium,E,SI1,62.9,59.0,2846,5.84,5.79,3.66,3,6,4
608,0.77,Premium,G,VS2,61.3,60.0,2846,5.91,5.81,3.59,4,4,4
609,0.77,Premium,G,VS1,61.4,58.0,2846,5.94,5.89,3.63,5,4,4
610,0.84,Very Good,H,SI1,61.2,57.0,2847,6.1,6.12,3.74,3,3,3
611,0.72,Ideal,E,SI1,60.3,57.0,2847,5.83,5.85,3.52,3,6,5
612,0.76,Premium,D,SI1,61.1,59.0,2847,5.93,5.88,3.61,3,7,4
613,0.7,Very Good,G,VVS2,62.9,59.0,2848,5.61,5.68,3.55,6,4,3
